kanji,id_5th_ed,id_6th_ed,keyword_5th_ed,keyword_6th_ed,components,on_reading,kun_reading,stroke_count,jlpt
塔,254,270,pagoda,pagoda,soil; dirt; ground; flowers; fit; meeting; umbrella; one; mouth,トウ,,12,N2
王,255,271,king,king,jewel; ball,オウ; ノウ,,4,N3
玉,256,272,jewel,jewel,king; ball; earring; drop,ギョク,たま; たま-; -だま,5,N2
宝,257,273,treasure,treasure,house; king; jewel; ball; earring; drop,ホウ,たから,8,N2
珠,258,274,pearl,pearl,king; jewel; ball; vermillion; drop; not yet; one; tree; wood,シュ,たま,10,N1
現,259,275,present,present,king; jewel; ball; see; telescope; eye; human legs,ゲン,あらわ.れる; あらわ.す; うつつ; うつ.つ,11,N3
玩,2567,276,toy,toy,king; jewel; ball; beginning; two; human legs,ガン,もちあそ.ぶ; もてあそ.ぶ,8,
狂,260,277,lunatic,lunatic,pack of wild dogs; king; jewel; ball,キョウ,くる.う; くる.おしい; くるお.しい,7,N1
旺,2450,278,effulgent,effulgent,sun; day; king; jewel; ball,オウ; キョウ; ゴウ,かがや.き; うつくし.い; さかん,8,N1
皇,261,279,emperor,emperor,white; dove; king; jewel; ball,コウ; オウ,,9,N1
呈,262,280,display,display,mouth; king; jewel; ball,テイ,,7,N1
全,263,281,whole,whole,umbrella; king; jewel; ball,ゼン,まった.く; すべ.て,6,N3
栓,264,282,plug,plug,tree; wood; whole; umbrella; king; jewel; ball,セン,,10,N1
理,265,283,logic,logic,king; jewel; ball; computer,リ,ことわり,11,N4
主,266,284,lord,lord,drop; king; jewel; ball,シュ; ス; シュウ,ぬし; おも; あるじ,5,N4
注,267,285,pour,pour,water; water droplets; water pistol; candlestick; lord; drop; king; jewel; ball,チュウ,そそ.ぐ; さ.す; つ.ぐ,8,N4
柱,268,286,pillar,pillar,tree; wood; candlestick; lord; drop; king; jewel; ball,チュウ,はしら,9,N2
金,269,287,gold,gold,metal; umbrella; drop; king; jewel; ball,キン; コン; ゴン,かね; かな-; -がね,8,N5
銑,270,288,pig iron,pig iron,pig-iron; metal; gold; before; cow; human legs,セン,,14,N1
鉢,271,289,bowl,bowl,metal; gold; origin; book; tree; wood; one,ハチ; ハツ,,13,N1
銅,272,290,copper,copper,metal; gold; same; monks; hood; one; mouth,ドウ,あかがね,14,N2
釣,273,291,angling,angling,metal; gold; ladle; bound up; drop,チョウ,つ.る; つ.り; つ.り-,11,N1
針,274,292,needle,needle,metal; gold; ten,シン,はり,10,N2
銘,275,293,inscription,inscription,metal; gold; name; evening; mouth,メイ,,14,N1
鎮,276,294,tranquillize,tranquillize,tranquilize; metal; gold; true; truth; ten; needle; eye; tool; animal legs; eight,チン,しず.める; しず.まる; おさえ,18,N1
道,277,295,road-way,road-way,neck; horns; drop; eye; road,ドウ; トウ,みち,12,N4
導,278,296,guidance,guidance,neck; horns; drop; eye; road; glue,ドウ,みちび.く,15,N2
辻,279,297,crossing,crossing,cross; ten; needle; road,,つじ,5,
迅,280,298,swift,swift,fishhook; cross; ten; needle; road,ジン,,6,N1
造,281,299,create,create,revelation; cow; mouth; road,ゾウ,つく.る; つく.り; -づく.り,10,N2
迫,282,300,urge,urge,white; dove; road,ハク,せま.る,8,N1
逃,283,301,escape,escape,turtle; portent; road,トウ,に.げる; に.がす; のが.す; のが.れる,9,N3
辺,284,302,environs,environs,dagger; sword; road,ヘン,あた.り; ほと.り; -べ,5,N2
巡,285,303,patrol,patrol,deluge; stream; flood; road,ジュン,めぐ.る; めぐ.り,6,N1
車,286,304,car,car,sun; ten; needle,シャ,くるま,7,N5
連,287,305,take along,take along,car; road,レン,つら.なる; つら.ねる; つ.れる; -づ.れ,10,N3
軌,288,306,rut,rut,car; nine; baseball,キ,,9,N1
輸,289,307,transport,transport,car; meeting of butchers; umbrella; one; moon; month; flesh; part of the body; sword; sabre; saber,ユ; シュ,,16,N2
喩,3009,308,metaphor,metaphor,,,,12,
前,290,309,in front,in front,horns; butcher; moon; month; flesh; part of the body; sword; sabre; saber,ゼン,まえ; -まえ,9,N5
煎,2548,310,roast,roast,in front; horns; butcher; moon; month; flesh; part of the body; sword; sabre; saber; oven-fire; barbecue,セン,せん.じる; い.る; に.る,13,
各,291,311,each,each,walking legs; mouth,カク,おのおの,6,N2
格,292,312,status,status,tree; wood; each; walking legs; mouth,カク; コウ; キャク; ゴウ,,10,N3
賂,2738,313,graft,graft,shellfish; clam; oyster; eye; animal legs; eight; each; walking legs; mouth,ロ,まいな.い; まいな.う,13,
略,293,314,abbreviation,abbreviation,rice field; brains; each; walking legs; mouth,リャク,ほぼ; おか.す; おさ.める; はかりごと; はか.る; はぶ.く; りゃく.す; りゃく.する,11,N2
客,294,315,guest,guest,house; each; walking legs; mouth,キャク; カク,,9,N3
額,295,316,forehead,forehead,guest; house; each; walking legs; mouth; head; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight,ガク,ひたい,18,N2
夏,296,317,summer,summer,one; ceiling; drop; eye; walking legs,カ; ガ; ゲ,なつ,10,N4
処,297,318,dispose,dispose,walking legs; wind,ショ,ところ; -こ; お.る,5,N3
条,298,319,twig,twig,walking legs; tree; wood,ジョウ; チョウ; デキ,えだ; すじ,7,N1
落,299,320,fall,fall,flowers; water; water droplets; water pistol; each; walking legs; mouth,ラク,お.ちる; お.ち; お.とす,12,N3
冗,300,321,superfluous,superfluous,crown; weathercock; wind,ジョウ,,4,N1
冥,2841,322,Hades,Hades,hades; crown; sun; day; six,メイ; ミョウ,くら.い,10,
軍,301,323,army,army,chariot; crown; vehicle; car,グン,,9,N2
輝,302,324,radiance,radiance,ray; small; little; human legs; army; chariot; crown; vehicle; car,キ,かがや.く,15,N1
運,303,325,carry,carry,army; chariot; crown; vehicle; car; road,ウン,はこ.ぶ,12,N4
冠,304,326,crown,crown,beginning; two; human legs; glue,カン,かんむり,9,N1
夢,305,327,dream,dream,flowers; eye; cross-eyed; net; crown; evening,ム; ボウ,ゆめ; ゆめ.みる; くら.い,13,N3
坑,306,328,pit,pit,soil; dirt; ground; whirlwind; top hat; wind,コウ,,7,N1
高,307,329,tall,tall,top hat; mouth; alien; hood; mouth,コウ,たか.い; たか; -だか; たか.まる; たか.める,10,N5
享,308,330,receive,receive,tall; top hat; mouth; children,キョウ; コウ,う.ける,8,N1
塾,309,331,cram school,cram school,receive; tall; top hat; mouth; child; children; round; nine; baseball; drop; soil; dirt; ground,ジュク,,14,N1
熟,310,332,mellow,mellow,receive; tall; top hat; mouth; child; children; round; nine; baseball; drop; oven-fire; barbecue,ジュク,う.れる,15,N1
亭,311,333,pavilion,pavilion,tall; top hat; mouth; crown; street; nail; spike,テイ; チン,,9,N1
京,312,334,capital,capital,tall; top hat; mouth; small; little,キョウ; ケイ; キン,みやこ,8,N4
涼,313,335,refreshing,refreshing,water droplets; water pistol capital; tall; top hat; mouth; small; little,リョウ,すず.しい; すず.む; すず.やか; うす.い; ひや.す; まことに,11,N2
景,314,336,scenery,scenery,sun; day; capital; tall; top hat; mouth; small; little,ケイ,,12,N3
鯨,315,337,whale,whale,fish; bound up; rice field; brains; oven-fire; barbecue; capital; tall; top hat; mouth; small; little,ゲイ,くじら,19,N1
舎,316,338,cottage,cottage,umbrella; earthenware jar; lidded crock; soil; dirt; ground; mouth,シャ; セキ,やど.る,8,N1
周,317,339,circumference,circumference,glass hood; earthenware jar; lidded crock; soil; dirt; ground; mouth,シュウ,まわ.り,8,N2
週,318,340,week,week,circumference; running track; earthenware jar; lidded crock; soil; dirt; ground; mouth; road,シュウ,,11,N4
士,319,341,gentleman,gentleman,samurai,シ,,3,N1
吉,320,342,good luck,good luck,samurai; mouth,キチ; キツ,よし,6,N1
壮,321,343,robust,robust,turtle; samurai,ソウ,さかん,6,N1
荘,322,344,villa,villa,flowers; robust; turtle; samurai,ソウ; ショウ; チャン,ほうき; おごそ.か,9,N1
売,323,345,sell,sell,samurai; paper punch; Miss World; crown; human legs,バイ,う.る; う.れる,7,N4
学,324,346,study,study,schoolhouse; owl; crown; child,ガク,まな.ぶ,8,N5
覚,325,347,memorize,memorize,schoolhouse; owl; crown; see; telescope; eye; human legs,カク,おぼ.える; さ.ます; さ.める; さと.る,12,N3
栄,326,348,flourish,flourish,schoolhouse; owl; crown; tree; wood,エイ; ヨウ,さか.える; は.え; -ば.え; は.える; え,9,N2
書,327,349,write,write,brush; tongue wagging; sun; day,ショ,か.く; -が.き; -がき,10,N5
津,328,350,haven,haven,water; water droplets; water pistol; brush,シン,つ,9,N1
牧,329,351,breed,breed,cow; taskmaster,ボク,まき,8,N1
攻,330,352,aggression,aggression,craft; taskmaster,コウ,せ.める,7,N1
敗,331,353,failure,failure,shellfish; clam; oyster; eye; animal legs; eight; taskmaster,ハイ,やぶ.れる,11,N3
枚,332,354,sheet of,a sheet of,sheet of…; tree; wood; taskmaster,マイ; バイ,,8,N2
故,333,355,happenstance,happenstance,old; tombstone; gravestone; church; ten; needle; mouth; taskmaster,コ,ゆえ; ふる.い; もと,9,N1
敬,334,356,awe,awe,flowers; phrase; bound up; mouth; taskmaster,ケイ; キョウ,うやま.う,12,N2
言,335,357,say,say,words; keitai; mouth,ゲン; ゴン,い.う; こと,7,N4
警,336,358,admonish,admonish,awe; flowers; phrase; bound up; mouth; taskmaster; say; words; keitai; mouth,ケイ,いまし.める,19,N3
計,337,359,plot,plot,say; words; keitai; mouth; ten; needle,ケイ,はか.る; はか.らう,9,N4
詮,2717,360,elucidate,elucidate,say; words; keitai; mouth; whole; umbrella; king; jewel; ball,セン,せん.ずる; かい; あき.らか,13,
獄,338,361,prison,prison,pack of wild dogs; say; words; keitai; mouth; chihuahua; dog; large; drop,ゴク,,14,N1
訂,339,362,revise,revise,say; words; keitai; mouth; street; nail; spike,テイ,,9,N1
訃,3010,363,obituary,obituary,,フ,"しらせ<span class=""Apple-tab-span"" style=""white-space:pre""> </span>",9,
討,340,364,chastise,chastise,say; words; keitai; mouth; glue,トウ,う.つ,10,N1
訓,341,365,instruction,instruction,say; words; keitai; mouth; stream; flood,クン; キン,おし.える; よ.む; くん.ずる,10,N2
詔,342,366,imperial edict,imperial edict,say; words; keitai; mouth; summon; seduce; sword; dagger; mouth,ショウ,みことのり,12,N1
詰,343,367,packed,packed,say; words; keitai; mouth; aerosol; good luck; samurai; mouth,キツ; キチ,つ.める; つ.め; -づ.め; つ.まる; つ.む,13,N2
話,344,368,tale,tale,say; words; keitai; mouth; tongue; thousand; mouth,ワ,はな.す; はなし,13,N5
詠,345,369,recitation,recitation,say; words; keitai; mouth; eternity; drop; water,エイ,よ.む; うた.う,12,N1
詩,346,370,poem,poem,say; words; keitai; mouth; Buddhist temple; soil; dirt; ground; glue,シ,うた,13,N1
語,347,371,word,word,say; words; keitai; mouth; I; five; mouth,ゴ,かた.る; かた.らう,14,N5
読,348,372,read,read,say; words; keitai; mouth; sell; sale; samurai; paper punch; Miss World; crown; human legs,ドク; トク; トウ,よ.む; -よ.み,14,N5
調,349,373,tune,tune,say; words; keitai; mouth; circumference; running track; soil; dirt; ground; mouth,チョウ,しら.べる; しら.べ; ととの.う; ととの.える,15,N3
談,350,374,discuss,discuss,say; words; keitai; mouth; inflammation; fire,ダン,,15,N3
諾,351,375,consent,consent,say; words; keitai; mouth; young; flowers; by one’s side; mouth,ダク,,15,N1
諭,352,376,rebuke,rebuke,say; words; keitai; mouth; meeting of butchers; moon; month; flesh; part of the body; sword; sabre; saber,ユ,さと.す,16,N1
式,353,377,style,style,arrow; craft,シキ,,6,N3
試,354,378,test,test,say; words; keitai; mouth; style; arrow; craft,シ,こころ.みる; ため.す,13,N4
弐,355,379,II (two),II (two),II; two; arrows; quiver,ニ; ジ,ふた.つ; そえ,6,N1
域,356,380,range,range,soil; dirt; ground; pope; fiesta; mouth; one; floor,イキ,,11,N2
賊,357,381,burglar,burglar,shellfish; clam; oyster; eye; animal legs; eight; ten; needle; fiesta,ゾク,,13,N1
栽,358,382,plantation,plantation,Thanksgiving; harvest festival; ten; needle; fiesta; tree; wood,サイ,,10,N1
載,359,383,load,load,Thanksgiving; harvest festival; ten; needle; fiesta; car; vehicle,サイ,の.せる; の.る,13,N1
茂,360,384,overgrown,overgrown,flowers; parade,モ,しげ.る,8,N1
戚,2882,385,relatives,relatives,half-uncle; above; small; little; parade,ソク; セキ,いた.む; うれ.える; みうち,11,
成,361,386,turn into,turn into,parade; sword; dagger,セイ; ジョウ,な.る; な.す; -な.す,6,N3
城,362,387,castle,castle,soil; dirt; ground; turn into; parade; sword; dagger,ジョウ,しろ,9,N2
誠,363,388,sincerity,sincerity,say; words; keitai; mouth; turn into; sword; dagger; parade,セイ,まこと,13,N1
威,364,389,intimidate,intimidate,march; women; woman,イ,おど.す; おど.し; おど.かす,9,N1
滅,365,390,destroy,destroy,water; water droplets; water pistol; march; fire,メツ,ほろ.びる; ほろ.ぶ; ほろ.ぼす,13,N1
減,366,391,dwindle,dwindle,water; water droplets; water pistol; march; mouth,ゲン,へ.る; へ.らす,12,N2
蔑,2390,392,revile,revile,flowers; eye; cross-eyed; net; march,ベツ,ないがしろ; なみ.する; くらい; さげす.む,14,
桟,367,393,scaffold,scaffold,tree; wood; float; fiesta,サン; セン,かけはし,10,N1
銭,368,394,coin,coin,metal; gold; float; fiesta,セン; ゼン,ぜに; すき,14,N1
浅,369,395,shallow,shallow,water; water droplets; water pistol; float; fiesta,セン,あさ.い,9,N2
止,370,396,stop,stop,footprint,シ,と.まる; -ど.まり; と.める; -と.める; -ど.め; とど.める; とど.め; とど.まる; や.める; や.む; -や.む; よ.す; -さ.す; -さ.し,4,N4
歩,371,397,walk,walk,stop; footprint; few,ホ; ブ; フ,ある.く; あゆ.む,8,N4
渉,372,398,ford,ford,water; water droplets; water pistol; walk; stop; footprint; few,ショウ,わた.る,11,N1
頻,373,399,repeatedly,repeatedly,walk; stop; footprint; few; head; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight,ヒン,しき.りに,17,N1
肯,374,400,agreement,agreement,stop; footprint; moon; month; flesh; part of the body,コウ,がえんじ.る,8,N2
企,375,401,undertake,undertake,umbrella; stop; footprint,キ,くわだ.てる; たくら.む,6,N1
歴,376,402,curriculum,curriculum,cliff; grove; tree; wood; stop; footprint,レキ; レッキ,,14,N2
武,377,403,warrior,warrior,one; arrow; stop; footprint,ブ; ム,たけ.し,8,N2
賦,378,404,levy,levy,shellfish; clam; oyster; eye; animal legs; eight; warrior; one; stop; footprint; arrow,フ; ブ,,15,N1
正,379,405,correct,correct,one; ceiling; stop; footprint,セイ; ショウ,ただ.しい; ただ.す; まさ; まさ.に,5,N4
証,380,406,evidence,evidence,say; words; keitai; mouth; correct; one; ceiling; stop; footprint,ショウ,あかし,12,N1
政,381,407,politics,politics,correct; one; ceiling; stop; footprint; taskmaster,セイ; ショウ,まつりごと; まん,9,N3
定,382,408,determine,determine,house; mend,テイ; ジョウ,さだ.める; さだ.まる; さだ.か,8,N3
錠,383,409,lock,lock,metal; gold; determine; determined; house; mend,ジョウ,,16,N1
走,384,410,run,run,soil; dirt; ground; mend,ソウ,はし.る,7,N4
超,385,411,transcend,transcend,run; soil; dirt; ground; mend; summon; seduce; sword; dagger; mouth,チョウ,こ.える; こ.す,12,N2
赴,386,412,proceed,proceed,run; soil; dirt; ground; mend; magic wand; augury,フ,おもむ.く,9,N1
越,387,413,surpass,surpass,run; soil; dirt; ground; mend; parade,エツ; オツ,こ.す; -こ.す; -ご.し; こ.える; -ご.え,12,N3
是,388,414,just so,just so,sun; day; mend,ゼ; シ,これ; この; ここ,9,N1
題,389,415,topic,topic,just so; sun; day; mend; head; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight,ダイ,,18,N4
堤,390,416,dike,dike,soil; dirt; ground; just so; sun; day; mend,テイ,つつみ,12,N1
建,391,417,build,build,brush; stretch,ケン; コン,た.てる; た.て; -だ.て; た.つ,9,N4
鍵,2761,418,key,key,metal; gold; build; brush; stretch,ケン,かぎ,17,
延,392,419,prolong,prolong,drop; stop; footprint; stretch,エン,の.びる; の.べる; の.べ; の.ばす,8,N2
誕,393,420,nativity,nativity,say; words; keitai; mouth; prolonged; drop; stop; footprint; stretch,タン,,15,N1
礎,394,421,cornerstone,cornerstone,stone; rock; grove; tree; wood; zoo; critters,ソ,いしずえ,18,N1
婿,395,422,bridegroom,bridegroom,woman; zoo; critters; moon; month; flesh; part of the body,セイ,むこ,12,N1
衣,396,423,garment,garment,top hat; scarf; cloth; clothes; clothing,イ; エ,ころも; きぬ; -ぎ,6,N2
裁,397,424,tailor,tailor,Thanksgiving; harvest festival; ten; needle; fiesta; top hat; scarf; cloth; clothes; clothing; garment,サイ,た.つ; さば.く,12,N1
装,398,425,attire,attire,turtle; samurai; top hat; scarf; cloth; clothes; clothing; garment,ソウ; ショウ,よそお.う; よそお.い,12,N2
裏,399,426,back,back,top hat; scarf; computer,リ,うら,13,N2
壊,400,427,demolition,demolition,soil; dirt; ground; poltergeist; BernaE; ten; needle; eye; cross-eyed; net; top hat; scarf; cloth; clothes; clothing; garment,カイ; エ,こわ.す; こわ.れる; やぶ.る,16,N1
哀,401,428,pathetic,pathetic,top hat; scarf; mouth,アイ,あわ.れ; あわ.れむ; かな.しい,9,N1
遠,402,429,distant,distant,earthenware jar; lidded crock; soil; dirt; ground; mouth; scarf; road,エン; オン,とお.い,13,N3
猿,403,430,monkey,monkey,pack of wild dogs; earthenware jar; lidded crock; soil; dirt; ground; mouth; scarf,エン,さる,13,N1
初,404,431,first time,first time,cloak; sword; dagger,ショ,はじ.め; はじ.めて; はつ; はつ-; うい-; -そ.める; -ぞ.め,7,N3
